n_tool_calls,unique_tools,most_common_tool,most_common_tool_pct,switching_rate,max_repetition_streak,run_id,crashed,crash_type
56,1,tool_check_inbox,1.0,0.0,56,1771293631_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771293690_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771293729_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771293841_42,True,looping
56,3,tool_check_inbox,0.9107142857142857,0.18181818181818182,18,1771293891_42,True,looping
64,4,tool_check_inbox,0.890625,0.20634920634920634,23,1771294048_42,True,looping
12,2,tool_check_inbox,0.75,0.36363636363636365,6,1771294164_42,True,looping
116,3,tool_check_inbox,0.9482758620689655,0.10434782608695652,49,1771294165_42,True,looping
6,2,tool_check_inbox,0.8333333333333334,0.4,3,1771294193_42,False,
12,4,tool_check_inbox,0.5,0.45454545454545453,4,1771294224_42,False,
41,4,tool_check_inbox,0.7560975609756098,0.325,10,1771294301_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771294302_42,True,looping
56,3,tool_check_inbox,0.9642857142857143,0.05454545454545454,50,1771294340_42,True,looping
112,2,tool_check_inbox,0.9910714285714286,0.018018018018018018,70,1771294414_42,True,looping
83,4,tool_check_inbox,0.9397590361445783,0.10975609756097561,26,1771294451_42,True,looping
27,3,tool_check_inbox,0.9259259259259259,0.15384615384615385,15,1771294453_42,True,looping
30,2,tool_check_inbox,0.9666666666666667,0.06896551724137931,25,1771294483_42,True,looping
87,4,tool_check_inbox,0.9080459770114943,0.1744186046511628,29,1771294526_42,True,looping
3,2,tool_check_inbox,0.6666666666666666,0.5,2,1771294556_42,False,
22,3,tool_check_inbox,0.8636363636363636,0.23809523809523808,13,1771294595_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771294625_42,True,looping
29,4,tool_check_inbox,0.6551724137931034,0.42857142857142855,9,1771294626_42,True,looping
112,2,tool_check_inbox,0.9732142857142857,0.05405405405405406,51,1771294663_42,True,looping
56,2,tool_check_inbox,0.9464285714285714,0.10909090909090909,32,1771294705_42,True,looping
112,2,tool_check_inbox,0.9821428571428571,0.036036036036036036,68,1771294707_42,True,looping
56,3,tool_check_inbox,0.9464285714285714,0.09090909090909091,34,1771294752_42,True,looping
81,3,tool_check_inbox,0.9629629629629629,0.075,23,1771294753_42,True,looping
15,3,tool_check_inbox,0.6666666666666666,0.35714285714285715,6,1771294789_42,True,looping
58,2,tool_check_inbox,0.9482758620689655,0.10526315789473684,41,1771294790_42,True,looping
21,4,tool_check_inbox,0.8095238095238095,0.4,9,1771294863_42,True,looping
45,4,tool_check_inbox,0.6444444444444445,0.5227272727272727,4,1771294891_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,32,1771294991_42,True,looping
112,2,tool_check_inbox,0.9821428571428571,0.036036036036036036,72,1771294996_42,True,looping
171,2,tool_check_inbox,0.9766081871345029,0.047058823529411764,84,1771295021_42,True,looping
148,4,tool_check_inbox,0.9256756756756757,0.14965986394557823,44,1771295121_42,True,looping
22,2,tool_check_inbox,0.8181818181818182,0.38095238095238093,5,1771295263_42,True,looping
83,4,tool_check_inbox,0.9036144578313253,0.1951219512195122,23,1771295265_42,True,looping
24,2,tool_check_inbox,0.875,0.2608695652173913,9,1771295344_42,True,looping
10,2,tool_check_inbox,0.7,0.5555555555555556,5,1771295350_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,36,1771295408_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771295438_42,True,looping
112,3,tool_check_inbox,0.9642857142857143,0.07207207207207207,39,1771295491_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771295521_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.01818181818181818,55,1771295615_42,True,looping
80,3,tool_check_inbox,0.9625,0.0759493670886076,34,1771295619_42,True,looping
56,2,tool_check_inbox,0.9642857142857143,0.07272727272727272,23,1771295664_42,True,looping
21,4,tool_check_inbox,0.6666666666666666,0.55,9,1771295665_42,True,looping
8,2,tool_check_inbox,0.75,0.5714285714285714,2,1771295746_42,False,
65,4,tool_check_inbox,0.7846153846153846,0.390625,12,1771295797_42,True,looping
10,2,tool_check_inbox,0.6,0.5555555555555556,3,1771295831_42,False,
103,3,tool_check_inbox,0.970873786407767,0.058823529411764705,67,1771295832_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,43,1771295916_42,True,looping
112,2,tool_check_inbox,0.9910714285714286,0.018018018018018018,80,1771295921_42,True,looping
70,3,tool_check_inbox,0.9428571428571428,0.11594202898550725,27,1771295953_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.01818181818181818,55,1771296000_42,True,looping
56,3,tool_check_inbox,0.9642857142857143,0.07272727272727272,42,1771296044_42,True,looping
31,2,tool_check_inbox,0.967741935483871,0.06666666666666667,22,1771296174_42,True,looping
14,2,tool_check_inbox,0.7142857142857143,0.5384615384615384,4,1771296224_42,True,looping
55,4,tool_check_inbox,0.7636363636363637,0.4444444444444444,10,1771296225_42,True,looping
82,3,tool_check_inbox,0.9390243902439024,0.12345679012345678,29,1771296325_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771296387_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,40,1771296388_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771296389_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771296420_42,True,looping
56,3,tool_check_inbox,0.9642857142857143,0.07272727272727272,32,1771296463_42,True,looping
168,4,tool_check_inbox,0.9523809523809523,0.08982035928143713,56,1771296567_42,True,looping
14,3,tool_check_inbox,0.5,0.6153846153846154,3,1771296670_42,False,
67,4,tool_check_inbox,0.9253731343283582,0.13636363636363635,26,1771296673_42,True,looping
32,4,tool_check_inbox,0.8125,0.3225806451612903,12,1771296719_42,True,looping
7,3,tool_check_inbox,0.42857142857142855,1.0,1,1771296720_42,False,
56,1,tool_check_inbox,1.0,0.0,56,1771296849_42,True,looping
168,3,tool_check_inbox,0.9880952380952381,0.023952095808383235,134,1771296873_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,41,1771296906_42,True,looping
55,4,tool_check_inbox,0.8727272727272727,0.25925925925925924,11,1771296944_42,True,looping
57,3,tool_check_inbox,0.9298245614035088,0.14285714285714285,41,1771297001_42,True,looping
103,4,tool_check_inbox,0.9320388349514563,0.13725490196078433,23,1771297002_42,True,looping
56,4,tool_check_inbox,0.875,0.23636363636363636,15,1771297043_42,True,looping
10,3,tool_check_inbox,0.7,0.4444444444444444,5,1771297135_42,True,looping
31,4,tool_check_inbox,0.7419354838709677,0.43333333333333335,6,1771297139_42,True,looping
2,2,tool_order,0.5,1.0,1,1771297188_42,False,
7,3,tool_check_inbox,0.7142857142857143,0.6666666666666666,2,1771297189_42,False,
112,3,tool_check_inbox,0.9821428571428571,0.036036036036036036,39,1771297230_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,37,1771297261_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,45,1771297290_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771297339_42,True,looping
56,3,tool_check_inbox,0.9642857142857143,0.07272727272727272,37,1771297341_42,True,looping
39,2,tool_check_inbox,0.9743589743589743,0.05263157894736842,31,1771297347_42,True,looping
19,2,tool_check_inbox,0.9473684210526315,0.1111111111111111,11,1771297400_42,True,looping
115,3,tool_check_inbox,0.9304347826086956,0.11403508771929824,49,1771297448_42,True,looping
25,3,tool_check_inbox,0.88,0.25,9,1771297484_42,True,looping
18,4,tool_check_inbox,0.7222222222222222,0.47058823529411764,9,1771297485_42,True,looping
20,3,tool_check_inbox,0.75,0.42105263157894735,8,1771297515_42,True,looping
19,3,tool_check_inbox,0.8421052631578947,0.2777777777777778,12,1771297516_42,True,looping
112,1,tool_check_inbox,1.0,0.0,112,1771297559_42,True,looping
112,3,tool_check_inbox,0.9821428571428571,0.036036036036036036,67,1771297611_42,True,looping
56,2,tool_check_inbox,0.9642857142857143,0.07272727272727272,36,1771297612_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,36,1771297683_42,True,looping
48,4,tool_check_inbox,0.8541666666666666,0.2765957446808511,21,1771297684_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,48,1771297756_42,True,looping
22,2,tool_check_inbox,0.9545454545454546,0.09523809523809523,17,1771297757_42,True,looping
41,3,tool_check_inbox,0.926829268292683,0.15,17,1771297798_42,True,looping
18,5,tool_check_inbox,0.6111111111111112,0.7647058823529411,3,1771297863_42,False,
11,3,tool_check_inbox,0.8181818181818182,0.3,6,1771297864_42,True,looping
16,2,tool_check_inbox,0.75,0.4,6,1771297911_42,True,looping
24,3,tool_check_inbox,0.7916666666666666,0.21739130434782608,15,1771297943_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771298017_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771298022_42,True,looping
168,3,tool_check_inbox,0.9880952380952381,0.023952095808383235,124,1771298066_42,True,looping
56,3,tool_check_inbox,0.9642857142857143,0.07272727272727272,26,1771298193_42,True,looping
56,3,tool_check_inbox,0.9464285714285714,0.10909090909090909,27,1771298227_42,True,looping
112,3,tool_check_inbox,0.9642857142857143,0.07207207207207207,42,1771298228_42,True,looping
56,3,tool_check_inbox,0.9464285714285714,0.10909090909090909,29,1771298368_42,True,looping
49,3,tool_check_inbox,0.8367346938775511,0.3333333333333333,12,1771298407_42,True,looping
31,4,tool_check_inbox,0.7096774193548387,0.4,9,1771298408_42,True,looping
34,5,tool_check_inbox,0.6764705882352942,0.45454545454545453,10,1771298441_42,True,looping
36,2,tool_check_inbox,0.9722222222222222,0.02857142857142857,35,1771298484_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771298522_42,True,looping
56,2,tool_check_inbox,0.9821428571428571,0.03636363636363636,47,1771298552_42,True,looping
112,2,tool_check_inbox,0.9910714285714286,0.018018018018018018,93,1771298670_42,True,looping
46,4,tool_check_inbox,0.8913043478260869,0.2222222222222222,15,1771298702_42,True,looping
165,4,tool_check_inbox,0.9636363636363636,0.07317073170731707,70,1771298813_42,True,looping
58,3,tool_check_inbox,0.8620689655172413,0.2631578947368421,15,1771298893_42,True,looping
10,2,tool_check_inbox,0.9,0.2222222222222222,8,1771298990_42,True,looping
38,4,tool_check_inbox,0.6578947368421053,0.5405405405405406,5,1771298991_42,True,looping
92,4,tool_check_inbox,0.8913043478260869,0.1978021978021978,19,1771299019_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771299053_42,True,looping
56,1,tool_check_inbox,1.0,0.0,56,1771299092_42,True,looping
112,1,tool_check_inbox,1.0,0.0,112,1771299127_42,True,looping
